917409146,Aventador,2017,5,86117,499
608104811,Countach,2018,3,68111,126
236987019,Huracan,2017,7,35405,164
544372361,Aventador,2014,1,94355,162
814855525,Huracan,2014,17,32517,392
746443003,A4,2014,17,76617,121
18578826,Passat,2017,16,107842,816
118192639,A4,2014,26,107472,842
142455216,Urus,2016,24,42018,647
728885208,Countach,2014,5,96854,327
404176647,Huracan,2019,7,78943,530
392962646,Aventador,2017,20,87653,915
738762846,Huracan,2017,31,66629,141
205881825,A4,2019,29,44290,821
427489350,Passat,2016,14,42946,12
57164223,A4,2016,21,117805,981
466887486,Urus,2014,17,81993,771
653988292,Countach,2014,13,94582,83
502804848,Huracan,2016,11,29804,392
149952923,Aventador,2014,4,77218,714
14672173,Huracan,2015,27,44355,35
792080506,A4,2017,9,111539,799
76345573,Passat,2019,15,109511,773
860840503,A4,2014,32,98336,905
486130508,A4,2014,24,71476,828
697220789,A4,2019,5,20242,491
846911114,A4,2019,21,91486,942
480032328,A4,2014,2,80151,939
487905989,A4,2017,7,72662,152
156216204,A4,2016,15,117712,1
105765634,Aventador,2019,4,90945,566
135558321,Aventador,2019,20,23527,0
20965164,Aventador,2018,13,89549,0
965667556,Aventador,2019,30,58568,0
805297224,Aventador,2014,2,119039,0
708219442,Aventador,2019,18,59720,0
250431502,Bentayaga,2019,5,67542,0
476316698,Bentayaga,2014,20,44976,0
681797425,Bentayaga,2017,12,110284,0
976504193,Bentayaga,2017,17,46176,0
145411207,Bentayaga,2017,6,58019,0
666756413,Centenario,2017,8,88992,0
129779087,Chiron,2014,28,29419,0
611012326,Chiron,2017,26,103425,0
55858660,Chiron,2019,8,53438,0
427075451,Chiron,2018,32,101017,0
553570941,Chiron,2016,22,100310,0
111556159,Chiron,2019,15,63435,0
524973565,Continental,2016,14,81416,0
534769119,Continental,2014,31,90627,0
606497780,Continental,2016,12,71895,0
159992300,Continental,2015,22,93283,0
23317591,Continental,2015,30,29655,0
13253486,Continental,2018,19,45423,0
68775550,Countach,1974,2,55532,0
147969677,Countach,1974,20,88310,0
834783778,Countach,1973,25,48296,0
177579168,Golf,2015,7,41267,0
112320604,Golf,2017,15,79802,0
831162415,Golf,2017,10,83092,0
24746744,Golf,2015,10,96065,2927
692448590,Golf,2019,1,109588,2928
353993062,Golf,2019,29,118738,8472
160189071,Huracan Performante,2016,31,27129,7462
277167623,Huracan Performante,2016,20,36764,7489
394397938,Huracan Performante,2017,17,113011,4328
408364122,Huracan Performante,2014,1,101624,1209
343302221,Huracan Performante,2016,20,76303,5739
400122778,Huracan Performante,2017,18,26221,2927
463013686,Jetta,2019,18,63660,2928
616918121,Jetta,2015,21,58165,8472
107065855,Jetta,2018,4,50997,7462
468170224,Jetta,2019,10,85964,7489
765310409,Jetta,2015,25,98910,4328
252669643,Jetta,2019,20,22066,1209
938619813,Passat,2014,15,39669,5739
895163833,Passat,2017,21,59225,2927
842905261,Passat,2017,4,21798,2928
777496982,Passat,2019,10,108898,8472
816764789,Passat,2016,11,115961,7462
212569976,Passat,2017,17,43411,7489
63381689,Q7,2018,30,95313,4328
664063125,Q7,2016,4,92054,1209
568982403,Q7,2018,20,42827,5739
966036934,Q7,2019,30,98075,2927
915243251,Q7,2017,5,116329,2928
885016036,Q7,2015,32,65091,8472
527639438,R8,2014,11,64302,7462
936912564,R8,2015,13,92674,7489
290115595,R8,2014,17,37647,4328
419230133,R8,2019,4,80044,1209
601006928,R8,2014,24,76660,5739
845601233,R8,2017,13,20685,2927
866363557,Urus,2016,28,71144,2928
28171246,Urus,2019,24,99414,8472
223358029,Urus,2017,12,33696,7462
800096069,Urus,2015,30,65675,7489
385046510,Urus,2019,4,91467,4328
115037608,Urus,2018,9,94570,1209
903291644,Veyron,2014,5,75730,5739
15718068,Veyron,2018,20,60899,2927
692144665,Veyron,2015,30,67990,2928
695149871,Veyron,2014,16,65208,8472
250561094,Veyron,2015,13,78660,7462
751038817,Veyron,2017,2,36854,7489
910245729,A4,2015,12,82956,4328
378133284,A4,2019,24,43245,1209
429070186,A4,2016,24,98024,5739
980159132,A4,2018,19,100865,2927
998389152,A4,2018,26,45754,2928
790755569,A4,2018,9,80214,8472
957332155,Aventador,2017,26,33495,7462
52960765,Aventador,2019,11,39437,7489
260523785,Aventador,2018,32,87212,4328
53854298,Aventador,2014,8,99711,1209
657569060,Aventador,2017,25,61618,5739
482644112,Aventador,2019,27,77499,2927
71041796,Bentayaga,2018,22,113599,2928
767608156,Bentayaga,2014,7,25856,8472
340762630,Bentayaga,2019,13,78820,7462
43810080,Bentayaga,2014,21,69034,7489
200109687,Bentayaga,2014,7,117688,4328
456476080,Centenario,2018,18,75003,1209
507350237,Chiron,2019,8,62854,5739
564538991,Chiron,2019,10,30785,2927
642025458,Chiron,2016,2,83799,2928
578449571,Chiron,2017,10,21064,8472
941892182,Chiron,2017,31,98804,7462
152365966,Chiron,2015,3,64811,7489
776588382,Continental,2019,21,85148,4328
12832878,Continental,2014,21,114835,1209
584919712,Continental,2014,6,25664,5739
106746059,Continental,2016,6,46624,2927
26475645,Continental,2016,26,55151,2928
406586711,Continental,2014,25,54632,8472
476305804,Countach,1975,30,43603,7462
439548901,Countach,1974,7,20247,7489
912878086,Countach,1973,10,83464,4328
881341041,Golf,2014,22,119491,1209
881883400,Golf,2014,28,69265,5739
750317295,Golf,2018,31,56634,2927
557155413,Golf,2016,22,71991,2928
381503020,Golf,2018,30,102809,8472
938668988,Golf,2018,15,85079,7462
184469754,Huracan Performante,2019,1,117445,7489
228027987,Huracan Performante,2017,13,106232,4328
378456471,Huracan Performante,2018,13,72815,1209
283931780,Huracan Performante,2014,15,106255,5739
340322090,Huracan Performante,2019,25,105410,2927
491831657,Huracan Performante,2019,13,105113,2928
736669521,Jetta,2014,15,55406,8472
169482017,Jetta,2016,8,42011,7462
284748868,Jetta,2018,10,104406,7489
887618340,Jetta,2015,26,44183,4328
294597295,Jetta,2017,7,47061,1209
504934280,Jetta,2014,5,65576,5739
287500432,Passat,2018,25,55085,2927
819394120,Passat,2014,19,88420,2928
116587037,Passat,2018,11,65322,8472
122334811,Passat,2016,6,87958,7462
490636506,Passat,2019,13,35791,7489
534543702,Passat,2014,11,32006,4328
431563234,Q7,2017,15,114616,1209
309424791,Q7,2014,16,74576,5739
492233293,Q7,2014,29,92140,2927
640498183,Q7,2016,25,56991,2928
990090526,Q7,2018,5,102953,8472
319943520,Q7,2018,29,24678,7462
742465580,R8,2017,4,94422,7489
600960774,R8,2017,1,25545,4328
943482760,R8,2014,15,25222,1209
136759661,R8,2017,3,72269,5739
725360886,R8,2016,21,30579,2927
48513038,R8,2018,15,20232,2928
376946773,Urus,2019,25,30855,8472
237250013,Urus,2016,19,52908,7462
130968462,Urus,2014,30,43016,7489
552181975,Urus,2018,18,43309,4328
313319320,Urus,2014,1,117557,1209
490229144,Urus,2017,19,113240,5739
610380451,Veyron,2019,3,89844,2927
686556089,Veyron,2019,17,79525,2928
344776972,Veyron,2018,23,38598,8472
599865695,Veyron,2015,11,119550,7462
249988589,Veyron,2015,14,55420,7489
863296235,Veyron,2019,7,117195,4328
46967830,A4,2015,17,78838,1209
704403773,A4,2014,25,47860,5739
601554668,A4,2015,13,51137,2927
406395231,A4,2016,3,109581,2928
983335152,A4,2018,23,44212,8472
836140911,A4,2014,25,111274,7462
961118440,Aventador,2019,17,35420,7489
779297783,Aventador,2015,29,42646,4328
416972936,Aventador,2017,23,20820,1209
953996930,Aventador,2018,26,100268,5739
602461993,Aventador,2016,3,41747,2927
704999833,Aventador,2015,18,56225,2928
813173826,Bentayaga,2015,16,93077,8472
171140742,Bentayaga,2018,19,78518,7462
839794949,Bentayaga,2016,16,35240,7489
159504846,Bentayaga,2019,18,43501,4328
837899958,Bentayaga,2014,30,65541,1209
617524651,Centenario,2014,22,90643,5739
119520028,Chiron,2014,24,22000,2927
864522011,Chiron,2016,11,28353,2928
835728064,Chiron,2015,28,110109,8472
100809202,Chiron,2016,22,98880,7462
822383826,Chiron,2015,7,110839,7489
957048887,Chiron,2016,31,91750,4328
705389858,Continental,2017,20,59166,1209
359044015,Continental,2018,3,73210,5739
95013410,Continental,2016,31,74428,2927
971489486,Continental,2015,11,86802,2928
681849443,Continental,2017,30,86108,8472
234602432,Continental,2017,24,113878,7462
823783744,Countach,2017,23,76114,7489
134215995,Countach,2016,24,47438,4328
780929813,Countach,2014,8,57305,1209
541251704,Golf,2015,29,86494,5739
814157312,Golf,2016,8,119785,2927
240990685,Golf,2014,31,57847,2928
565820676,Golf,2014,23,104135,8472
744872359,Golf,2019,5,98062,7462
345081879,Golf,2015,27,43125,7489
64421580,Huracan Performante,2018,10,108951,4328
454370001,Huracan Performante,2016,23,50157,1209
833223251,Huracan Performante,2016,2,37294,5739
530727788,Huracan Performante,2014,29,109504,0
321634343,Huracan Performante,2014,4,24083,0
1882628,Huracan Performante,2016,16,36758,0
911282275,Jetta,2017,11,44471,0
340791942,Jetta,2018,13,60438,0
721599604,Jetta,2017,24,88923,0
466218531,Jetta,2016,12,20831,0
126074868,Jetta,2017,15,64865,0
705790259,Jetta,2019,28,69212,0
507063683,Passat,2018,10,70412,0
490304895,Passat,2016,26,70043,0
498535278,Passat,2016,19,75408,0
865206087,Passat,2018,8,86713,0
207787548,Passat,2016,29,55984,0
921745328,Passat,2016,25,55220,0
119829003,Q7,2019,13,56783,0
4057536,Q7,2014,5,92908,0
29807538,Q7,2017,13,87870,0
630030760,Q7,2017,28,35145,0
955696907,Q7,2014,6,112527,0
267391578,Q7,2015,1,61626,0
419688604,R8,2019,18,107605,0
678926238,R8,2019,27,46771,0
194764513,R8,2014,17,112998,0
442408294,R8,2015,5,112416,0
863248834,R8,2019,30,63038,0
364928421,R8,2016,23,53357,0
675393387,Urus,2014,31,65208,0
954364070,Urus,2017,31,61257,0
904991955,Urus,2017,32,64255,0
442258994,Urus,2017,20,64525,0
430533084,Urus,2018,5,79533,0
335097577,Urus,2017,16,91728,0
707492038,Veyron,2017,16,105760,0
320679277,Veyron,2019,20,25471,0
801166563,Veyron,2018,11,21213,0
991968078,Veyron,2019,16,50034,0
209232747,Veyron,2017,12,100111,0
144481761,Veyron,2019,5,77776,0
886323031,A4,2016,23,98333,0
930190350,A4,2016,32,20831,0
84910976,A4,2019,20,92904,0
439334668,A4,2018,9,21322,0
321266768,A4,2015,14,48597,0
62996490,A4,2014,14,66352,0
263972869,Jetta,2014,6,50564,0
448225821,Jetta,2018,3,55705,0
505351642,Jetta,2015,21,44748,0
881749547,Jetta,2017,30,108641,0
721157777,Jetta,2019,17,30914,0
368572399,Jetta,2018,31,50372,0
437165062,Passat,2018,5,42875,0
552079877,Passat,2015,25,103975,0
617083616,Passat,2014,10,61739,0
449633730,Passat,2015,22,85373,0
256967413,Passat,2018,21,49115,0
952309683,Passat,2018,6,99654,0
637414792,Q7,2017,23,64867,0
312684151,Q7,2015,24,119174,0
445065746,Q7,2014,30,78405,0
776877270,Q7,2015,22,76330,0
555911907,Q7,2014,7,72277,0
915973842,Q7,2016,4,76390,0
379643498,A4,2019,19,23951,0
590167394,A4,2019,6,63909,0
629670145,A4,2018,17,86783,0
302325135,A4,2015,5,106611,0
618700874,A4,2016,20,47997,0
635099323,A4,2019,2,75800,0
424110826,Jetta,2015,30,42608,0
639282855,Jetta,2015,19,45669,0
838143241,Jetta,2018,6,43216,0
276020115,Jetta,2015,11,34890,0
60798801,Jetta,2019,2,20919,0
90057149,Jetta,2014,10,112736,0
831687514,Passat,2014,26,99713,0
186895217,Passat,2018,21,65132,0
682916102,Passat,2017,19,71948,0
738067310,Passat,2015,20,100579,0
358139719,Passat,2015,12,45147,0
783484187,Passat,2019,1,94966,0
141229684,Q7,2014,23,88782,0
128716407,Q7,2018,30,62089,0
907729434,Q7,2015,25,104853,0
942134751,Q7,2017,22,63062,0
517649568,Q7,2016,10,68260,0
989095438,Q7,2016,27,63887,0
651569768,A4,2016,1,55147,0
748023477,A4,2017,28,32974,0
123980780,A4,2015,21,81589,0
339637340,A4,2016,9,67350,0
936944168,A4,2016,9,116109,0
872116557,A4,2019,30,111267,0
40230998,Jetta,2015,6,61403,0
521310705,Jetta,2018,18,108836,0
696004396,Jetta,2019,30,50194,0
188820131,Jetta,2014,16,23576,0
89843014,Jetta,2015,9,92921,0
627763555,Jetta,2015,15,84183,0
46596801,Passat,2015,12,99866,0
415233883,Passat,2019,23,34762,0
388479385,Passat,2017,18,74718,0
453898075,Passat,2016,22,97722,0
181316392,Passat,2019,8,111285,0
878118225,Passat,2014,8,102966,0
248494296,Q7,2016,7,89295,0
350677185,Q7,2019,27,113130,0
364521882,Q7,2018,26,51647,0
996129141,Q7,2014,32,32837,0
272985133,Q7,2014,20,95269,0
310534319,Q7,2015,20,42320,0
486926666,A4,2018,21,35373,0
702571955,A4,2015,6,40572,0
931325060,A4,2014,3,21389,0
198578089,A4,2017,20,29421,0
163514439,A4,2018,23,28669,0
827868467,A4,2018,24,62662,0
772334198,Jetta,2015,8,107992,0
291853798,Jetta,2016,1,29537,0
802910332,Jetta,2018,28,103295,0
411129427,Jetta,2017,2,31331,0
701756472,Jetta,2017,30,103660,0
192243965,Jetta,2017,15,46548,0
424971509,Passat,2018,18,58511,0
16667574,Passat,2014,7,102649,0
427465589,Passat,2017,16,83962,0
738160722,Passat,2014,11,80631,0
258244027,Passat,2018,21,25171,0
393983380,Passat,2019,4,58172,0
258832474,Q7,2018,29,115086,0
756002593,Q7,2019,14,44477,0
310065430,Q7,2017,19,107868,0
238700072,Q7,2015,27,107693,0
935943483,Q7,2017,5,38041,0
364419273,Q7,2016,13,37373,0
169475484,A4,2015,17,109759,0
387119957,A4,2018,23,99295,0
59867159,A4,2016,2,98768,0
72747602,A4,2019,20,118344,0
276730160,A4,2019,16,20380,0
508519666,A4,2014,28,93403,0
996924914,Jetta,2018,18,96120,0
99552783,Jetta,2017,16,93496,0
773096838,Jetta,2016,14,29254,0
246997010,Jetta,2018,28,79874,0
837928378,Jetta,2017,18,63118,0
178028947,Jetta,2016,3,28499,0
830741715,Passat,2017,17,57514,0
808627266,Passat,2018,25,111422,0
107604835,Passat,2016,29,37192,0
612083350,Passat,2018,27,114802,0
54902639,Passat,2018,5,76005,0
189882888,Passat,2017,27,92776,0
439939215,Q7,2019,18,112384,0
500249332,Q7,2017,18,57766,0
149174232,Q7,2018,24,101497,0
599714364,Q7,2019,9,102956,0
361919210,Q7,2019,20,100502,0
854142816,Q7,2015,12,116279,0
